#####################################################
#
# CS-CORPUS-EMNLP
#
# Version: 0.1
# Last update: (2015/05/30)
# Authors: David Vilares, Miguel A. Alonso and Carlos Gómez-Rodríguez
# -----------------------------------------
#
# CS-CORPUS-EMNLP is a manually-built polarity corpus for code-switching tweets (Spanish-English).
#
# Please, cite the following paper if you are using this resource:
# Vilares, David and Alonso, Miguel A. and Gómez-Rodríguez, Carlos, "Sentiment Analysis on Monolingual, MultiLingual and Code-Switching Twitter Corpora", in 6th Workshop on Computational Approaches to Subjectivity, Sentiment & Social Media Analysis (WASSA 2015), Lisbon, Portugal, 2015
#
# License
# -----------
#
# This resource is distributed under the Lesser General Public License For Linguistic Resources (LGPLLR). You will find the license at http://sanskrit.inria.fr/DATA/LGPLLR.html
#
#######################################################
Pos	Neg	ID	Text
2	3	433223935195234304	I'm go lay with my mommy tell her I had a nightmare..  aver si no me tira de la cama
1	1	418333566917816320	tryin to hotbox the sentra ser
2	1	436766182406758400	@Yaritzaa__ hahah todo es bien pues , que estas haciendo que no te has dormido lol
2	1	420102315933057024	@_BBonjour Aight don't tripas carnitas: )
1	1	430767736445104128	Not too much on Mrs Landry tho ella fue mi madrina de mi cap and gown
2	1	416488785753300992	Wow k considensia k un 27 me bengo acordando de ti? Despues d tanto tiempo and exactly when that picture was taken!!! :o
2	3	431274289523068929	@crystal_jaimes dawg u is a bitch!!! STOP!! Lmao it was a pencil stupid and ur 'boo' was the one that knew abt it..bien esperto!
5	1	422609023997722625	@sanluispotoyees ahhhh I blaaassshhhhh Te Amo Pinsheshhhh
2	1	435856775489671168	@VanessaMarines una shirt lol!!!!
1	4	433783939082096640	@Yaritzaa__ lol ni sabes pinche traffical esta hasta el culo de tapado aveces y Los pinches chinos son culpables lmao
3	1	429456868553945088	Pa Mi Wedding Yo Voy A Bailar Ese Botecito Pa Baile De Sorpresa Con El Husband (; Lol
3	1	435568143419711489	Here w josue at the apt eating tamales sopas chocolates cookies juices and all that good shit ha
1	1	425462772239847425	@VanessaMarines cause my bus gets here at 6:30 and i take like an hour to get ready so mujer aprevenida vale por dos lol
1	2	293522382541447168	Misplace: Extraviar. I always happen to misplace my keys and leave them in the weirdest places.
1	1	424362513107406848	@95Caldera yesss we can probs pick you up si es que we convince him
1	2	422743172087681025	Someone should be working out instead of tweet about Korean pop #salistepior
3	1	411210103074078720	Nasi sola..me puedo morir sola no ay problema!!! ;) Lol
1	1	432213759348580352	@princessstacy_ Ahh really pos que Tiene we should go but not today
3	1	302124234115796992	I have a crush on you en realidad no significa que estoy enamorad@ solo q me gustas MUCHO. I'm in love = estoy enamorado. 2 cosas diferentes
1	2	421412338982322176	Cuzs le eche espuma en la boca lol
1	1	276420274260422656	@bdaliladelvalle Estás usando Internet Explorer? creo que IE lo está bloqueando hay q aceptarlo cuando pregunta, voy a intentar solucionarlo
3	1	314418731033956354	So far so good: Hasta aquí todo bien I’ve already made all the reservations and packed all the bags, so far so good.
1	3	425126910071672833	La mom de eliseo said ke tengo la cabeza de teletuvi smh -.-
1	1	423221190057263104	Arent those enchiladas?!
3	1	420082603027218433	@_BBonjour no lo quiero de otra forma ;p!!!!!! , I wanna feel sore the next day!(x
3	1	426869110786367488	She's was all emocionada and shit
1	1	365550056629207040	Stuff one’s face: Comer mucho. I’m so hungry, I’m going to stuff my face with pizza when I get home.
1	2	417692091360481280	@Garcia_L1207 mmm maybe yea cause de our house its been two days lol. and dude yo tambien! A lo menos tu ya te vas ir. Y yo que.. me chingo!
3	1	433410899861192704	@marlenevd5 uuuu pues srry haha this one is gonna be longer si dios quiere ;D and okay puess(:
3	1	413016945470881792	@PresshDestiny jajajajaja my mom says that too whenever I go out on the weekends xD I think it's so funny
1	4	301014746247880704	Break the news: Contar una noticia: I don’t know how to break the news to her, she’ll be devastated.
1	2	365517170140127233	Spill the beans: Revelar. It was supposed to be a secret, but I accidently spilled the beans.
2	2	439182342007955456	@Lagueranation lmaoo right!! Mi cunada siwmore me dice "Fabii how can you walk in these huge things" its not that damn hard lol
3	1	428694741564157952	My fam siempre me echan carriya cuzs of the tattoo its funny tho lol
4	1	435325228189622275	I love how el Primo siempre se preocupa por mi
1	4	418055606717538304	@Garcia_L1207 viejo inutil lol hes full of shit! Ainy nobody got time for him!!!
2	3	420102609739866112	Pero le huelen las patas lol
2	2	427913185836818432	@Yaritzaa__ no les hagas caso  lol
3	1	426794025249538048	@EricaYolli hahaha yo voy de padrino de rizas lol jkjkjk
2	1	418352703484358656	When I'm drunk I always say I have un nopal en la for head lol
2	1	431631637961404416	@SilvaVaneza8 ohhhh yea omg ive totally forgotten to tell my dad svrrsi manana forsure
2	2	421906770928205824	Se cree muy sexy con su cookie monster bra lol
3	1	425134729344462848	@PresshDestiny de nada precious(=
1	3	437974457521426432	And all because he wanted to play with Cookie. Y la guey de Cookie que ni caso le hace!
1	2	423105141416271873	@rmiguel23 ahhhh entonces asi si pues. You can say im weird then? Lol
3	1	425846003942428672	El primo gots gameee haha!
1	3	432785265673793536	I want some beans and rice with aguacate and crema but it's too late  #SadTweet
2	1	430939788485484544	Gunna go look at my ranfla tommarow with my jefe  #DC5
1	1	424719560009199616	gunna pack a bowl of daank rn #grifomelarifo
1	3	307506984993820672	@EliZaIBQ mess up significa muchas cosas, allí significa algo así como hmmm "joderle la vida" sorry, sorry, no encuentro otra palabra :)
1	4	437310957539184640	Waiting for them to present El chapo and is almost time for me to go to work #fuck
1	2	426722137362014208	@EricaYolli Aver si no te hecho la sal lol oops! (;
1	2	354350471760199681	know it by heart. Vaya problemita con el inglés, uno puede ver muchas frases, pero memorizarlas es el verdadero problema
1	1	439974949441110016	Chief it @shaggydanks420 @michael_oohh
3	2	427142311206604800	@_steffers24 hahahahahahahahahahaha damn too fuhken awkward #quesuerte
2	1	297035180026236928	Work my butt off: Trabajar mucho. I work my butt off so that my children can have everything they need.
1	1	437612621793988609	Waking up and seeing an hacienda vieja all gone y otra more then half way gone!
1	1	304266998068699137	More than meets the eye: Más difícil de lo que parece. There is more to that problem than meets the eye.
2	1	423103681362284544	@javieramaya69 Con gusto tweets are back, tuve q parar por un tiempo, porque le prometí a algunos q les iba a posibilitar online coaches...
2	1	350300428291932160	I don't think Marta is (14), I actually think she is very (15) (14: Tímida) (15: Extrovertida)
1	2	422877677574311936	I hope itzayana nunka tenga bf
3	1	430495018982195200	@chelita1123 @princessstacy_ Lmfao Ofendes No Just Watch Te Va Gustar La Idea
2	1	434372116205416448	She thought the chocolate and teddy bear eran pa Ella lol
4	1	423528038635016193	@brissamayen @sanluispotoyees lol it's my dream wedding since I witnessed a wedding like that as a kid aya en mi Durango:)
3	1	293406301902479360	@Urkatu no problem :)
1	1	380339954997403648	What’s the best way to get to New York? (Get, tal vez el verbo más usado en el inglés)
2	1	299240456116637696	Bells and whistles: En Colombia Con todos los juguetes/Con funciones adicionales atractivas. I got a car with all the bells and whistles
4	1	345269523202596866	From scratch: A partir de cero. I just made these brownies from scratch, they are delicious
1	3	432552850451726337	I dislike menudo
2	2	423536282619240448	@sanluispotoyees @brissamayen va estar acariciando a la vaca diciendole K la ama y she's so glad she has a friend like her y la cow va estar
2	1	438904171962445824	@Gaaybee ha u know is true parece ke te esta dando un atake xD
1	1	435323252097835008	@Milyl15 lmao estas bien  ? Osea quieres un pelo Rojo lmao
1	3	436707612478824449	Me : no Mames
1	2	288333843612704768	Mock: Ridiculizar. Comedy shows love to mock politicians.
3	1	429462609151012865	Con la Mamada que me Salio  to funny
2	2	438076092813832192	Both of my sisters know the lyrics to 500 balazos better than me lol pinches chuntaras
3	1	420081806839255040	@_BBonjour Let's do like core work haha or idk lol ima hit you u p Cuba do llego ala casa: )
1	5	434440152253886465	Im usually never in a bad mood but today!!!!!! DANG today is the exception...ya me sakaron de mis casillas<<<
1	3	287242506578579457	Jealous: También significa envidioso. You got tickets to Vegas? I’m so jealous!
4	1	416044943732256768	It feels great to be in pjs y bien fresh
1	2	436414560182865920	@adaelisabethh Fuhk foreals haha people be walking around with ladrillos in the pockets xD #samsung
3	1	424976937933479936	@Guera_Unica y tus dedos lol , I like eating lays with limon y tapatio #piasaproblems
4	1	284010217103052800	Stunning: (varias cosas) Imponente/Impresionante. Endeavour’s final bow was stunning
2	1	293171443863281665	@Antifas_4ever tu dejas un lugar y te vas para otro, el que dejas es work :), como I leave home at 6 am :)
1	1	309384309209440256	@Loretohirsch todos los verbos en futuro solo les agregas will, I will go to the movies (I'll go to the movies) +
4	1	429878495531905024	@_BBonjour lol it's cuz cada ves que te miro te ves mas y mas guapa , ni cuenta me doy si comes o no lol
3	1	417823642634833920	El billete es pa gastarlo y aprender a generarlo se ha vuelto buena tarea un saluda pa mi hermano y al moreno que lo extraño #chillinwithfam
1	2	435317487022780416	@BallupWitCeeLos otra mas al  ni pedo you gotta make your ferria somehow
1	1	428027718056177664	@mlupita08 pos sabe. But i wouldnt doubt it cause tambien los doctors le dijeron que shes aproximated to be like 5'6 or 5'7 y yo ya o cresco
4	1	301726041003683840	@bennygdl si odd=probabilidad pero no siempre: That's odd: eso es raro. Ya lo adicioné a la lista, me ENCANTA cuando me dan sugerencias :)
4	1	416231124491173888	Las hermanas uresti's resivimos MK for Christmas!!! ya saven k nos gusta lo bueno! ;)
4	1	436718974751883264	Confleis con platano, narconovelas, what could be better after a long day jajaja
2	1	431829869974921216	@ToCoolRebecca Lol En Este Frio Kres Que Te Voy A Ir A Ver  Lol Mejor Dile Al Novio xD & Ah Okay Ya Dijistes  A Donde Te Vas A Mover ?
2	2	436409792106491904	@Milyl15 chales yo ni bailo a balasos  Jk i like dancing corridos lol
1	1	418333433492811776	@PhanyPak serio some tacos de al pastor wouldn't hurt either cx
2	2	308974454615183361	Hold me back: Detener I’m determined to achieve my goals and I won’t let anything hold me back.
1	2	423998838743916544	I legitally screamed!!!! No fue una si no dos!!!
1	2	301439267232694272	Tease: Tomar el pelo (se entiende en todas las regiones?) Her husband likes to tease her about her new hair style.
1	3	431663721039933441	I've been single for like the longest  I even forgot relationships still existed Jk tampoco Asi De Tanto no Lol cx
2	2	412420963431497728	El riesgo siempre es grande and at the end it happens what u always expected! :o
4	1	437817721799983105	Fuimos a la pulga de el 812 & de ayi invite a mi ma, mi hermana, mi sobrina, y mi princesa a cenar al SaltLickBbq! They loved it:)
2	1	429457825580863488	@crystal_jaimes y si..haha
2	1	296348628941938688	@maromadigital Con mucho es como lo traduce Google translate, pero no se me ocurre nada en español, nos regalas un frase por fa? :)
1	2	420423564475375617	Wow no lo puedo creer? -.-
2	1	293501737787080704	@EliZaIBQ cierto? Keep track, q es la forma más exacta no se viene a la cabeza cuando uno está hablando, keep up the good work :)
1	4	427829032894226432	Sick and tired. Algo así como “más que harto”. I'm sick and tired of cleaning after you.
1	2	414929005498732544	That private call i swear it sounded so much like guero!!!
4	1	431271696088449024	Osea ya me estoy haciendo super mega famosa!!!!  Lmao
1	4	294114816891695104	Pussy: MUY, MUY vulgar. Varias cosas Flojo/Cobarde. Quit being a pussy and get on the ride, it’s not that scary.
1	1	435469168297533440	@LoudWeedDaily alchohal and kosher salt in a bag the salt scrapes the resin while the alchohal washes it away #buenconsejos
1	1	301118760046166016	Wild/Mild: Fuerte/Moderado (Es muy usado) How would you like your sauce, wild or mild?
3	1	435228450744320000	@crystal_jaimes alright ya dijiste! ;) wait mejor friday I need some regeatton!!!
1	1	431799920098439169	Vayanse alv ha I got all kinds of color pants
2	1	424231202426351616	I was born on beans and rice oh and sandwich y huevo (danny) lol
1	4	428946931818041344	FML nomas eso m faltaba!!!!!!!!!!#! # Bad news
4	1	350218039372943360	I have a new puppy, she is very (4) she is (5) (4:Bella) (5:Preciosa)
1	4	435320983822409729	Ill just let it go! Tht was stupid to get mad of but ya que!
1	4	421922819094482944	That guy really se esta pasando on tht pg! Y cuando sepan quien es no le va gustar
1	1	290894785068298241	@haromramos Significa varias cosas, y slaughterhouse si es matadero, en el perfil puedes ver las 3 entradas para la misma palabra, slds :)
1	1	431636224923541505	@princessstacy_ @chelita1123 so guys que paso ya me Perdi !?  Stacy tu con Kien vas a ir
3	2	430930079669968897	Porca miseria lmao that shit is too funny
1	3	435511906527244288	@LuuFive lol your taking a year off or what ? I did the same but trust you'll get bored at home lol te convien mas ir ala escuela lol
1	1	275778301153378304	Concoction: Mezcla. I made a concoction of eggs, mayonnaise and olive oil, and used it as a hair treatment.
1	2	347382422243008512	Something came up: Resultó un problema. Person 1: I thought you were coming out with us tonight. P2: I was, but something came up.
2	1	433066662246367232	Hes never been the serious!!! Ojala y si de adeveras se nos consede! Con la ayuda de dios y si
1	1	352444497742938113	t’s packed: Está lleno / abarrotado Let’s go around because it’s packed inside.
2	1	430545411179163648	@Monimaravilla19 tas wacheando porn o.O ewww lol jj
2	1	423820418470797312	Cuddle: Abrazarse (normalmente acostados o sentados) I just want to go home and cuddle with my kids.
2	2	286964949761265665	@EliZaIBQ aqui dicen a tough nut to crack, un problema dificil de resolver :)
2	1	436383949246316544	Got a firme ass workout in with this seca @_BBonjour
1	1	430384495955415041	@OhFuckItsBianca igualmente lol
1	1	413106998150823936	@PresshDestiny jajajajjaj why???
2	2	426187828834598912	That Novela made me wanna slap alejandro like crazy!!!!!
3	2	428027553354223617	@princessstacy_ @chelita1123 Look Honey 1 . Es EDWIN 2 . Campeon is already mine since days ago 3 . Idk what Pero their mine
1	4	425319704924680192	Toda la noche "Fabiiss, Fabii, Fabiola, Fab, Flacucha, Ugly" like shut the fuck up and let me sleep!
1	3	309773789053476864	Locked up: Encarcelado The police took him away and he was locked up for a whole year.
1	1	436739291427770368	half way done with my parts jaja
2	1	276763784209653760	@_OmarReyes mom, how come you didn't know that, it's very common :) yo creo q es porq nunca duermo hasta tarde :) :) :) slds
1	3	327435669276344320	Get the hang of it: Acostumbrarse a esto / Poder dominarlo Person 1: This new job is so stressful. Person 2: You’ll get the hang of it.
1	1	422948955702321152	My tia Oti be rocking them coach shoes and purse
2	1	432609853765197824	@_JOSEPHLOKO no pos wow thanks tho
1	2	329771196130414592	At the drop of a dime: Instantáneamente sin vacilación . Don’t test me, I’ll leave you at the drop of a dime.
2	1	439034265456488448	@oscar_eestrada te envié un mensaje interno, saludos :)
2	1	300993162292387840	@andres_romero17 I know I need to explain it, I haven't had time though :)~ Si lo tengo MUY prometido, lo tengo en mi lista :]
2	1	438118316779925504	Except gutty he actually goes for pretty girls. But el otro was going good untill now!
1	1	418202529021710336	@GMGA__ serio , way ?
1	2	424462895515041792	I was in the kitchen echando mis chips al bowl and Oscar comes in and asks me what im doing up. I said i was hungry y se rio de mi-.-
1	1	355126083982606336	Bear with me: Aguantame un momento por favor. Bear with me guys, this lesson may take a while.
2	1	423240699484442624	@Yessy1584G A little advice, y ojala no lo tomes en mal cause I mean no harm, Get 2 know a person b4 u start believing in them, move slow:)
5	1	433059150818336768	I just had Home Made Tacos!!! Having a Mexican Mom Rocks!!! Especially cause she's from DGO! None of that SLP o HotDirt mx food! She unique!
2	1	436562619025985536	Ya es mi prima pero toa via no save :D lol
2	1	425344386797281280	@CallMeEdithh all bad haha you got the radio set to recuerdos lmao
1	2	349215711333318656	I’m very (XXX) I’m always breaking things (Torpe)
2	1	437321353314582528	Most likely es :)$
1	2	419000704632508417	Lmao me pase de verga
1	2	421311317618597888	Growl at the baby: Gruñir Bruno! Don’t growl at the baby!
2	1	427659985527390208	When his like Ay prima Como as cambiado lol
1	2	420461808508366848	@Meow_Amy69 te la creo lol hwaciendote guey lol xd
1	1	417423843121037312	*Alex wakes up from her nap* Me:correle alex ya pa acavar el cuarto. Alex: na mejor deja que llege liz..no mejor no nosotras hacemos des****
2	1	439419667170344961	Pops gave me $10 for lunch today and an extra $20 pa que no le pida el weekend!!   
2	2	431676139250020353	Ya no me metan en Sus problemas que aka yo Kiero Ser good girl /.-
1	1	280747321694756865	Only Child: Hijo único. My daughter is an only child, we decided one was enough.
1	3	435923359860543489	@Barraza__: Are you kidding me !?!?!?!?!?! I want to cry real talk
2	1	432744261428060160	Miguel commented on my picture Ayy weeeey
2	2	428036341675606016	@chelita1123 @princessstacy_ Lmao I Would Pero You Know I Don't want him to think I'm weird so yes Ay Despues (;
1	3	281477954213650433	Wetback: término despectivo usado en USA,  (no me gusta pero es parte de lo q hay q aprender :( ) Continua...
1	1	418072534542602241	@arianaesierra haha pues si tu dices yo no te niego lol , pero xque dices eso ? you think your a handful or what :p?
2	1	433757078985773057	@crystal_jaimes haha im just messing with you! K bas aser el friday? Lmao
2	1	421771328408928256	Well we stop to buy hot chetos con sal y limon :)
1	3	431650649000771584	Daw Puebla winning 5-0  Ya me dio scare
1	1	433817555774365696	@Monimaravilla19 that boy tikooo.. qepd el guache Andy:/
4	1	425110416977440768	I love my mom. We had a lil convo and i showed her all my "novios" lmaoo
1	1	428042461798092800	Se me antojaron some tacos <<< ay dios.. #FattyProbs
1	1	432553606265311233	I'll rather have some mariscos
1	1	439261996223967233	Are Una Historia Con Tu Cuerpo ~ Reggeaton
1	2	424000757264683008	Cuando veo la needle siento que se me vaja la presion lol
1	2	341963481853091840	Jealous no solo significa celoso, tambien significa envidioso. You're going out with Julio? wow I'm so jealous
1	3	365565661323345921	Under the weather: Estar enfermo. I’m going to take the day off from work because I’m feeling a bit under the weather.
4	1	398604973627305984	Today is the perfect day for a carne asada and that's exactly what we're doing ;)
1	3	307199652581748736	Busy work: Trabajo de relleno/Trabajo improductivo. Signing all of these documents is busy work, I’m not getting anything valuable out of it
1	1	433721632624889856	@Milyl15 that's firme ! I'm looking for grupos for my sisters quince
2	1	306557812140539905	Work at: Trabajar duro en algo. Some people dream of success... while others wake up and work at it.  ~Author Unknown
2	1	423241052523200513	@Yessy1584G it usually lets you see what kind of person ur dealing with:) y tampoco no te enfoces en miradas si no en el  de esa persona:)
2	1	295213635624640513	@nurmengard7 ahhhhh, sorry entendi mal, ya relei lo que dices. enviamelo por fa por correo :)
2	3	417504702587105280	This movie is badass like damm me ase llorar lol
3	1	412770975977992192	The good thing es que its in yhe top corner so its very small.
2	1	439579019156008960	@be_OSO_ar hell yea primo ya saves!!! We gone make this money just give me a few years and we'll go big
1	3	430692338998837248	Si uno k es bonito sufre imajinate los feos? Lmao se pasan...ha
1	1	432940213673811970	@LuuFive try it with tajin and fresh pieces  of pepino in it #fuego
2	1	425781688342282242	@Monimaravilla19 yes! But uuuuu pa k se pasen los 3 años lol nombreeee hahaha
3	2	432640491373355009	@oohlola_ lol soo are you a real account ? Or just a sweet piece of ass #nalgona
1	1	390937599549788161	cash a check. Hacer efectivo un cheque. I need to go cash a check at the bank.
2	1	429025463629922304	@Rangel_0894 like what?:) si es ke no es TopSecret lol
3	1	417088399548219392	De algun modo tienes k ser discreta aun k no te deje empaz la consiensia, k nadie sepa Omg k cansion!!!!
2	1	301472437156081664	Compelling: Convincente. He made a compelling argument today
2	1	425783264666591232	@Monimaravilla19 lol true pero nooo I gotta save up pa ese diaaaa!!!:)
1	1	436589588413313025	@El_Ctoni Ya se echo su gol el pogba!
5	1	286962775429873665	Rain or shine: Llueva, truene o relampaguee.  I will always love you unconditionally, rain or shine.
1	1	432340208722247680	Let me Hollaa cx
2	1	432043120620883968	@BarbaRUNN all that graffiti looked familiar xD lol I like 1st street burgers better tbh
1	1	419004765465346048	We all hoeing around ya no se puede lol
4	2	425477183306354688	Ya duermete patty aver si se te ablanda la cabeza poquito pa que no este tan duera lol love you!
2	2	434986075514085376	Damn la Clika De Mi brother Asta De Mi age Tiene Alli oh shit (;
1	4	436903619007238146	I'm the type of person that would get drunk af do stupid shit darme unos chingasos call or text my crush and the next day i will do it again
2	1	302154377228066816	@tommyshen18 pero si digo English con la i nuestra los muchachos me dicen que tengo acento, o sea si es la the it, I hope it helps :)
1	1	289507857144115200	The Great War: La primera guerra mundial. The Great War was without precedent ... never had so many nations taken up arms at a single time.
1	1	355089111780032512	Fair game: Algo justo. How about I cook and you clean the dishes. Fair game?
2	1	430750121152618496	@adaelisabethh dont tripas carnitas , diviertate
1	4	432575166648832001	My nieghbors are like the loudest family in the whole apt #callate
5	1	418517011292233728	Posole in the making = Heaven  
1	2	423536480602963969	@sanluispotoyees @brissamayen like y esta werka ke kiereeee yo ya no les voy a dar leche eeee!!! Ya estoy muy viejaaa muuuuuu lmao jk
4	3	428173302327017473	I don't like Jenni Rivera but her song "Cuando Muere Una Dama" esta a toda madre! Qepd Saul Viera, Adan y Chalino Sanchez! Y Jenni tambien..
1	2	354605049390956544	Flip out: Perder los estribos/Ponerse como loco. If mom finds out you broke that vase, she is going to flip out.
2	1	299565593626046464	Hooking me up: Varias cosas, una “conectar” Thanks for hooking me up with my job
1	2	296618731008847872	My baby mama: La mamá de mi bebé. My baby mama is crazy, she never lets me in her house.
2	1	295940203967827968	Cuando ellos dicen "late" no dicen leɪt ni leɪ dicen una t "muda", les voy a avisar cuando lo tenga actualizado en la web :)
2	1	291715825294012417	@Antifas_4ever @GaelGarciaB has been nominated for the Oscars for tne NO movie (suena mejor)
1	1	314386192701456384	Small talk: Hablar de cosas triviales Person 1: What did you guys talk about on the date? Person 2: It was mainly just small talk.
1	2	437743508984573952	Like in Mexico i lost 500 pesos
1	1	431836504550162433	@ToCoolRebecca I Cuando Te vas  ?
1	1	431131840133337088	@Milyl15 no lol college  , el este de Los Angeles
1	2	434130253837918208	Onta el guy que Iva Llevar a taco Moore tomorrow  Nomas me ilusionastes
2	2	422280492210085888	@elizaaaabethhh_ true :( vamonos al FarWeezy (; lol jk
2	1	426013634787938304	Hold back: Algo así como detener. Never hold back on your dreams.
1	1	434984502314536961	I didn't know my Cuñada era De Guerrero
1	2	299292615793319936	Something came up: Algo surgió (Un problema) Sorry, something came up and I can't make it to the party
1	4	427899117239820289	I'm letting my eyebrows grow cuzs pinche vieja pendeja fucked them up
1	2	300992837242212352	@Urkatu Pay back es lo q veo se usa más :] y si pagar con la misma moneda.
2	1	304988842782498816	@Urkatu ambos en ambos :) yo uso mucho well put
1	1	423551921211715585	Put on weight: Ganar peso I put on weight over the holidays.
